genre;Author F L;Co-authors;Series;Series number;Title;Year
thriller&crimi;Patricia Cornwell;;Kay Scarpetta;21.0;Dust ;2013
thriller&crimi;Patricia Cornwell;;Kay Scarpetta;22.0;Flesh and Blood ;2014
thriller&crimi;Patricia Cornwell;;Kay Scarpetta;23.0;Depraved Heart ;2015
thriller&crimi;Patricia Cornwell;;Kay Scarpetta;24.0;Chaos ;2016
thriller&crimi;Patricia Cornwell;;Kay Scarpetta;25.0;Autopsy ;2021
thriller&crimi;Patricia Cornwell;;Kay Scarpetta;26.0;Livid ;2022
thriller&crimi;Patricia Cornwell;;Kay Scarpetta;27.0;Unnatural Death ;2023
thriller&crimi;Patricia Cornwell;;Kay Scarpetta;28.0;Identity Unknown ;2024
thriller&crimi;Patricia Cornwell;;Andy Brazil/Judy Hammer;1.0;Hornet's Nest ;1996
thriller&crimi;Patricia Cornwell;;Andy Brazil/Judy Hammer;2.0;Southern Cross ;1998
thriller&crimi;Patricia Cornwell;;Andy Brazil/Judy Hammer;3.0;Isle of Dogs ;2001
thriller&crimi;Patricia Cornwell;;Captain Chase ;1.0;Quantum ;2019
thriller&crimi;Patricia Cornwell;;Captain Chase ;2.0;Spin ;2020
thriller&crimi;Patricia Cornwell;;Winston Garano;1.0;At Risk ;2006
thriller&crimi;Patricia Cornwell;;Winston Garano;2.0;The Front ;2008
thriller&crimi;Richard Child;;;;Hand of the proffet, 2006;
thriller&crimi;Stephen J. Cannell;;Shane Scully;1.0;The Tin Collectors ;2001
thriller&crimi;Stephen J. Cannell;;Shane Scully;2.0;The Viking Funeral ;2002
thriller&crimi;Stephen J. Cannell;;Shane Scully;3.0;Hollywood Tough ;2003
thriller&crimi;Stephen J. Cannell;;Shane Scully;4.0;Vertical Coffin ;2004
thriller&crimi;Stephen J. Cannell;;Shane Scully;5.0;Cold Hit ;2005
thriller&crimi;Stephen J. Cannell;;Shane Scully;6.0;White Sister ;2006
thriller&crimi;Stephen J. Cannell;;Shane Scully;7.0;Three Shirt Deal ;2008
thriller&crimi;Stephen J. Cannell;;Shane Scully;8.0;On The Grind ;2009
thriller&crimi;Stephen J. Cannell;;Shane Scully;9.0;The Pallbearers ;2010
thriller&crimi;Stephen J. Cannell;;Shane Scully;10.0;The Prostitutes' Ball ;2010
thriller&crimi;Stephen J. Cannell;;Shane Scully;11.0;Vigilante ;2011
thriller&crimi;Stephen J. Cannell;;;;The Plan ;1995
thriller&crimi;Stephen J. Cannell;;;;Final Victim ;1996
thriller&crimi;Stephen J. Cannell;;;;King Con ;1997
thriller&crimi;Stephen J. Cannell;;;;Riding The Snake ;1998
thriller&crimi;Stephen J. Cannell;;;;The Devil's Workshop ;1999
thriller&crimi;Stephen J. Cannell;;;;Runaway Heart ;2003
thriller&crimi;Stephen J. Cannell;;;;At First Sight ;2008
thriller&crimi;Tom Cain;;Samuel Carver;;The Accident Man ;2007
thriller&crimi;Tom Cain;;Samuel Carver;;No Survivors / The Survivor ;2008
thriller&crimi;Tom Cain;;Samuel Carver;;Assassin ;2009
thriller&crimi;Tom Cain;;Samuel Carver;;Dictator ;2010
thriller&crimi;Tom Cain;;Samuel Carver;;Carver ;2011
thriller&crimi;Tom Cain;;Samuel Carver;;Revenger ;2012
thriller&crimi;Adrian d'Hage;;;;The Omega Scroll ;2005
thriller&crimi;Adrian d'Hage;;;;The Beijing Conspiracy ;2007
thriller&crimi;Adrian d'Hage;;;;The Maya Codex ;2010
thriller&crimi;Adrian d'Hage;;;;Inca Prophecy ;2012
thriller&crimi;Adrian d'Hage;;;;The Alexandria Connection ;2014
thriller&crimi;Adrian d'Hage;;;;The Russian Affair ;2018
thriller&crimi;Ernest Dempsey;;Sean Wyatt;1.0;The Secret of the Stones ;2010
thriller&crimi;Ernest Dempsey;;Sean Wyatt;2.0;The Last Chamber ;2012
thriller&crimi;Ernest Dempsey;;Sean Wyatt;3.0;The Cleric's Vault ;2012
thriller&crimi;Ernest Dempsey;;Sean Wyatt;4.0;The Grecian Manifesto ;2014
thriller&crimi;Ernest Dempsey;;Sean Wyatt;5.0;The Norse Directive ;2015
thriller&crimi;Ernest Dempsey;;Sean Wyatt;6.0;Game of Shadows ;2015
thriller&crimi;Ernest Dempsey;;Sean Wyatt;7.0;The Jerusalem Creed ;2015
thriller&crimi;Ernest Dempsey;;Sean Wyatt;8.0;The Samurai Cipher ;2016
thriller&crimi;Ernest Dempsey;;Sean Wyatt;9.0;The Cairo Vendetta ;2016
thriller&crimi;Ernest Dempsey;;Sean Wyatt;10.0;The Uluru Code ;2016
thriller&crimi;Ernest Dempsey;;Sean Wyatt;11.0;The Excalibur Key ;2016
thriller&crimi;Ernest Dempsey;;Sean Wyatt;12.0;The Denali Deception ;2017
thriller&crimi;Ernest Dempsey;;Sean Wyatt;13.0;The Sahara Legacy ;2017
thriller&crimi;Ernest Dempsey;;Sean Wyatt;14.0;The Fourth Prophecy ;2017
thriller&crimi;Ernest Dempsey;;Sean Wyatt;15.0;The Templar Curse ;2018
thriller&crimi;Ernest Dempsey;;Sean Wyatt;16.0;The Forbidden Temple ;2018
thriller&crimi;Ernest Dempsey;;Sean Wyatt;17.0;The Omega Project ;2019
thriller&crimi;Ernest Dempsey;;Sean Wyatt;18.0;The Napoleon Affair ;2019
thriller&crimi;Ernest Dempsey;;Sean Wyatt;19.0;The Second Sign ;2020
thriller&crimi;Ernest Dempsey;;Sean Wyatt;20.0;The Milestone Protocol ;2021
thriller&crimi;Ernest Dempsey;;Sean Wyatt;21.0;Where Horizons End ;2022
thriller&crimi;Ernest Dempsey;;Sean Wyatt;22.0;Poseidon's Fury ;2023
thriller&crimi;Ernest Dempsey;;Sean Wyatt;23.0;The Florentine Pursuit ;2024
thriller&crimi;Ernest Dempsey;;Sean Wyatt;24.0;The Inventor's Tomb ;2024
thriller&crimi;Jeffery, Deaver ;;Broken Doll;1.0;The Pain Hunter ;2022
thriller&crimi;Jeffery, Deaver ;;Broken Doll;2.0;Dodge ;2022
thriller&crimi;Jeffery, Deaver ;;Broken Doll;3.0;Execution Day ;2022
thriller&crimi;Jeffery, Deaver ;;Broken Doll;4.0;Sixty;One Seconds 
thriller&crimi;Jeffery, Deaver ;;Colter Shaw;0.5;Captivated ;2019
thriller&crimi;Jeffery, Deaver ;;Colter Shaw;1.0;The Never Game ;2019
thriller&crimi;Jeffery, Deaver ;;Colter Shaw;1.5;The Second Hostage ;2020
thriller&crimi;Jeffery, Deaver ;;Colter Shaw;2.0;The Goodbye Man ;2020
thriller&crimi;Jeffery, Deaver ;;Colter Shaw;2.5;Forgotten ;2021
thriller&crimi;Jeffery, Deaver ;;Colter Shaw;3.0;The Final Twist ;2021
thriller&crimi;Jeffery, Deaver ;;Colter Shaw;3.5;The Deadline Clock ;2022
thriller&crimi;Jeffery, Deaver ;;Colter Shaw;4.0;Hunting Time ;2022
thriller&crimi;Jeffery, Deaver ;;John Pellam ;1.0;Shallow Graves ;1992
thriller&crimi;Jeffery, Deaver ;;John Pellam ;2.0;Bloody River Blues ;1993
thriller&crimi;Jeffery, Deaver ;;John Pellam ;3.0;Hell's Kitchen ;2001
thriller&crimi;Jeffery, Deaver ;;Kathryn Dance;1.0;The Sleeping Doll ;2007
thriller&crimi;Jeffery, Deaver ;;Kathryn Dance;2.0;Roadside Crosses ;2009
thriller&crimi;Jeffery, Deaver ;;Kathryn Dance;3.0;XO ;2012
thriller&crimi;Jeffery, Deaver ;;Kathryn Dance;4.0;Solitude Creek ;2015
thriller&crimi;Jeffery, Deaver ;;Lincoln Rhyme;1.0;The Bone Collector ;1997
thriller&crimi;Jeffery, Deaver ;;Lincoln Rhyme;2.0;The Coffin Dancer ;1998
thriller&crimi;Jeffery, Deaver ;;Lincoln Rhyme;3.0;The Empty Chair ;2000
thriller&crimi;Jeffery, Deaver ;;Lincoln Rhyme;4.0;The Stone Monkey ;2002
thriller&crimi;Jeffery, Deaver ;;Lincoln Rhyme;5.0;The Vanished Man ;2003
thriller&crimi;Jeffery, Deaver ;;Lincoln Rhyme;6.0;The Twelfth Card ;2005
thriller&crimi;Jeffery, Deaver ;;Lincoln Rhyme;7.0;The Cold Moon ;2006
thriller&crimi;Jeffery, Deaver ;;Lincoln Rhyme;8.0;The Broken Window ;2008
thriller&crimi;Jeffery, Deaver ;;Lincoln Rhyme;9.0;The Burning Wire ;2010
thriller&crimi;Jeffery, Deaver ;;Lincoln Rhyme;9.5;A Textbook Case;
thriller&crimi;Jeffery, Deaver ;;Lincoln Rhyme;10.0;The Kill Room ;2013
thriller&crimi;Jeffery, Deaver ;;Lincoln Rhyme;11.0;The Skin Collector ;2014
thriller&crimi;Jeffery, Deaver ;;Lincoln Rhyme;11.5;The Deliveryman;
thriller&crimi;Jeffery, Deaver ;;Lincoln Rhyme;12.0;The Steel Kiss ;2016
thriller&crimi;Jeffery, Deaver ;;Lincoln Rhyme;12.5;Where the Evidence Lies;
thriller&crimi;Jeffery, Deaver ;;Lincoln Rhyme;13.0;The Burial Hour ;2017
thriller&crimi;Jeffery, Deaver ;;Lincoln Rhyme;14.0;The Cutting Edge ;2018
thriller&crimi;Jeffery, Deaver ;;Lincoln Rhyme;14.5;A Perfect Plan;
thriller&crimi;Jeffery, Deaver ;;Lincoln Rhyme;15.0;The Midnight Lock ;2021
thriller&crimi;Jeffery, Deaver ;;Lincoln Rhyme;15.5;Swiping Hearts ;2023
thriller&crimi;Jeffery, Deaver ;;Lincoln Rhyme;16.0;The Watchmaker's Hand ;2023
thriller&crimi;Jeffery, Deaver ;;Rune ;1.0;Manhattan Is My Beat ;1988
thriller&crimi;Jeffery, Deaver ;;Rune ;2.0;Death of a Blue Movie Star ;1990
thriller&crimi;Jeffery, Deaver ;;Rune ;3.0;Hard News ;1991
thriller&crimi;Jeffery, Deaver ;;;;Mistress of Justice ;1992
thriller&crimi;Jeffery, Deaver ;;;;The Lesson of Her Death ;1993
thriller&crimi;Jeffery, Deaver ;;;;Praying for Sleep ;1994
thriller&crimi;Jeffery, Deaver ;;;;A Maiden's Grave ;1995
thriller&crimi;Jeffery, Deaver ;;;;Speaking in Tongues ;1995
thriller&crimi;Jeffery, Deaver ;;;;The Devil's Teardrop ;1999
thriller&crimi;Jeffery, Deaver ;;;;The Blue Nowhere ;2001
thriller&crimi;Jeffery, Deaver ;;;;Garden of Beasts ;2004
thriller&crimi;Jeffery, Deaver ;;;;Revenge is Sweet ;2007
thriller&crimi;Jeffery, Deaver ;;;;Murderous Affairs ;2007
thriller&crimi;Jeffery, Deaver ;;;;The Bodies Left Behind ;2008
thriller&crimi;Jeffery, Deaver ;;;;Edge ;2010
thriller&crimi;Jeffery, Deaver ;;;;The October List ;2013
thriller&crimi;Jeffery, Deaver ;;;;The Debriefing ;2020
thriller&crimi;Jeffery, Deaver ;;;;Turning Point ;2021
thriller&crimi;John Donohue ;;Connor Burke and Yamashita;1.0;Sensei ;2003
thriller&crimi;John Donohue ;;Connor Burke and Yamashita;2.0;Deshi ;2005
thriller&crimi;John Donohue ;;Connor Burke and Yamashita;3.0;Tengu ;2008
thriller&crimi;John Donohue ;;Connor Burke and Yamashita;4.0;Kage ;2011
thriller&crimi;John Donohue ;;Connor Burke and Yamashita;5.0;Enzan ;2014
thriller&crimi;John Donohue ;;;;The Qi Eaters ;2014
thriller&crimi;John Donohue ;;;;Wave Man ;2016
thriller&crimi;Jose Rodrigues Dos Santos;;Tomas Noronha;1.0;O Codex 632: The Secret of Christopher Columbus ;2005
thriller&crimi;Jose Rodrigues Dos Santos;;Tomas Noronha;2.0;The Einstein Enigma � 2006  ;
thriller&crimi;Jose Rodrigues Dos Santos;;Tomas Noronha;3.0;O S�timo Selo ;2007
thriller&crimi;Jose Rodrigues Dos Santos;;Tomas Noronha;4.0;F�ria Divina � 2009;
thriller&crimi;Jose Rodrigues Dos Santos;;Tomas Noronha;5.0;O �ltimo Segredo � 2011;
thriller&crimi;Jose Rodrigues Dos Santos;;Tomas Noronha;6.0;A M�o do Diabo � 2012;
thriller&crimi;Jose Rodrigues Dos Santos;;Tomas Noronha;7.0;A Chave de Salom�o � 2014;
thriller&crimi;Jose Rodrigues Dos Santos;;Tomas Noronha;8.0;Vaticanum � 2016;
thriller&crimi;Jose Rodrigues Dos Santos;;Tomas Noronha;9.0;Sinal de Vida � 2017;
thriller&crimi;Jose Rodrigues Dos Santos;;Tomas Noronha;10.0;Imortal ;2019
thriller&crimi;Jose Rodrigues Dos Santos;;Kaloust Sarkisian;1.0;O Homem de Constantinopla � 2013;
thriller&crimi;Jose Rodrigues Dos Santos;;Kaloust Sarkisian;2.0;Um Milion�rio em Lisboa � 2013;
thriller&crimi;Jose Rodrigues Dos Santos;;Saga do L�tus;1.0;As Flores de L�tus � 2015;
thriller&crimi;Jose Rodrigues Dos Santos;;Saga do L�tus;2.0;O Pavilh�o P�rpura � 2016;
thriller&crimi;Jose Rodrigues Dos Santos;;Saga do L�tus;3.0;O Reino do Meio ;2017
thriller&crimi;Jose Rodrigues Dos Santos;;Saga do L�tus;4.0;A Amante do Governador ;2018
thriller&crimi;James Douglas ;;Jamie Saintclaire;1.0;The Doomsday Testament ;2011
thriller&crimi;James Douglas ;;Jamie Saintclaire;2.0;The Isis Covenant ;2012
thriller&crimi;James Douglas ;;Jamie Saintclaire;3.0;The Excalibur Codex ;2013
thriller&crimi;James Douglas ;;Jamie Saintclaire;4.0;The Samurai Inheritance ;2014
thriller&crimi;Jack Du Brul;;Philip Mercer;1.0;Vulcan's Forge ;1998
thriller&crimi;Jack Du Brul;;Philip Mercer;2.0;Charon's Landing ;1999
thriller&crimi;Jack Du Brul;;Philip Mercer;3.0;The Medusa Stone ;2000
thriller&crimi;Jack Du Brul;;Philip Mercer;4.0;Pandora's Curse ;2001
thriller&crimi;Jack Du Brul;;Philip Mercer;5.0;River Of Ruin ;2002
thriller&crimi;Jack Du Brul;;Philip Mercer;6.0;Deep Fire Rising ;2003
thriller&crimi;Jack Du Brul;;Philip Mercer;7.0;Havoc ;2006
thriller&crimi;Jack Du Brul;;Philip Mercer;8.0;The Lightning Stones ;2015
thriller&crimi;Luke Delaney;;DI Sean Corrigan;1.0;Redemption of the Dead ;2013
thriller&crimi;Luke Delaney;;DI Sean Corrigan;2.0;The Network ;2014
thriller&crimi;Luke Delaney;;DI Sean Corrigan;3.0;The Rain Killer ;2015
thriller&crimi;Luke Delaney;;DI Sean Corrigan;4.0;An Imperfect Killing ;2016
thriller&crimi;Luke Delaney;;DI Sean Corrigan;5.0;Cold Killing ;2013
thriller&crimi;Luke Delaney;;DI Sean Corrigan;6.0;The Keeper ;2013
thriller&crimi;Luke Delaney;;DI Sean Corrigan;7.0;The Toy Taker ;2014
thriller&crimi;Luke Delaney;;DI Sean Corrigan;8.0;The Jackdaw ;2015
thriller&crimi;Luke Delaney;;DI Sean Corrigan;9.0;A Killing Mind ;2017
thriller&crimi;Nelson DeMille;;John Corey;0.5;The Book Case ;2012
thriller&crimi;Nelson DeMille;;John Corey;1.0;Plum Island ;1997
thriller&crimi;Nelson DeMille;;John Corey;2.0;The Lion's Game ;2000
thriller&crimi;Nelson DeMille;;John Corey;3.0;Night Fall ;2004
thriller&crimi;Nelson DeMille;;John Corey;4.0;Wild Fire ;2006
thriller&crimi;Nelson DeMille;;John Corey;5.0;The Lion ;2010
thriller&crimi;Nelson DeMille;;John Corey;6.0;The Panther ;2012
thriller&crimi;Nelson DeMille;;John Corey;7.0;Radiant Angel / A Quiet End ;2015
thriller&crimi;Nelson DeMille;;John Corey;8.0;The Maze ;2022
thriller&crimi;Nelson DeMille;;John Sutter;1.0;The Gold Coast ;1990
thriller&crimi;Nelson DeMille;;John Sutter;2.0;The Gate House ;2008
thriller&crimi;Nelson DeMille;;Paul Brenner;1.0;The General's Daughter ;1992
thriller&crimi;Nelson DeMille;;Paul Brenner;2.0;Up Country ;2002
thriller&crimi;Nelson DeMille;;Paul Brenner;3.0;The Panther ;2012
thriller&crimi;Nelson DeMille;;Scott Brodie & Maggie Taylor Books;1.0;The Deserter ;2019
thriller&crimi;Nelson DeMille;;Scott Brodie & Maggie Taylor Books;2.0;Blood Lines ;2023
thriller&crimi;Nelson DeMille;;;;The Quest ;1975
thriller&crimi;Nelson DeMille;;;;By the Rivers of Babylon ;1978
thriller&crimi;Nelson DeMille;;;;Mayday(With: Thomas Block) ;1979
thriller&crimi;Nelson DeMille;;;;Cathedral ;1981
thriller&crimi;Nelson DeMille;;;;The Talbot Odyssey ;1984
thriller&crimi;Nelson DeMille;;;;Word of Honor ;1985
thriller&crimi;Nelson DeMille;;;;The Charm School ;1988
thriller&crimi;Nelson DeMille;;;;Spencerville ;1994
thriller&crimi;Nelson DeMille;;;;The Cuban Affair ;2017
thriller&crimi;Richard Doetsch;;Michael St. Pierre;1.0;The Thieves of Heaven ;2006
thriller&crimi;Richard Doetsch;;Michael St. Pierre;2.0;The Thieves of Faith ;2007
thriller&crimi;Richard Doetsch;;Michael St. Pierre;3.0;The Thieves of Darkness ;2010
thriller&crimi;Richard Doetsch;;Michael St. Pierre;4.0;The Thieves of Legend ;2012
thriller&crimi;Richard Doetsch;;Nick Quinn;1.0;The 13th Hour ;2009
thriller&crimi;Richard Doetsch;;;;Half;Past Dawn 
thriller&crimi;William Diehl;;Martin Vail;1.0;Primal Fear ;1992
thriller&crimi;William Diehl;;Martin Vail;2.0;Show of Evil ;1995
thriller&crimi;William Diehl;;Martin Vail;3.0;Reign in Hell ;1997
thriller&crimi;William Diehl;;;;Sharky's Machine ;1974
thriller&crimi;William Diehl;;;;Chameleon ;1981
thriller&crimi;William Diehl;;;;Hooligans ;1984
thriller&crimi;William Diehl;;;;Thai Horse ;1987
thriller&crimi;William Diehl;;;;The Hunt / 27 ;1990
thriller&crimi;William Diehl;;;;Eureka ;2002
thriller&crimi;William Diehl;;;;Seven Ways to Die ;2012
thriller&crimi;Barry Eisler;;John Rain;01;Rain Fall / A Clean Kill in Tokyo;
thriller&crimi;Barry Eisler;;John Rain;02;Hard Rain / Blood from Blood / A Lonely Resurrection;
thriller&crimi;Barry Eisler;;John Rain;03;Rain Storm / Choke Point / Winner Take All;
thriller&crimi;Barry Eisler;;John Rain;04;Killing Rain / One Last Kill / Redemption Games;
thriller&crimi;Barry Eisler;;John Rain;05;The Last Assassin / Extremis;
thriller&crimi;Barry Eisler;;John Rain;06;Requiem For an Assassin / The Killer Ascendant;
thriller&crimi;Barry Eisler;;John Rain;07;Paris Is A Bitch;
thriller&crimi;Barry Eisler;;John Rain;08;The Detachment;
thriller&crimi;Barry Eisler;;John Rain;09;Graveyard of Memories;
thriller&crimi;Barry Eisler;;John Rain;10;Zero Sum;
thriller&crimi;Barry Eisler;;John Rain;11;The Killer Collective;
thriller&crimi;Barry Eisler;;John Rain;12;The Chaos Kind;
thriller&crimi;Barry Eisler;;Ben Treven ;01;Fault Line;
thriller&crimi;Barry Eisler;;Ben Treven ;02;Inside Out;
thriller&crimi;Barry Eisler;;Livia Lone;01;Livia Lone;
thriller&crimi;Barry Eisler;;Livia Lone;02;The Night Trade;
thriller&crimi;Barry Eisler;;Livia Lone;03;All the Devils;
thriller&crimi;Barry Eisler;;;;The God's Eye View;
thriller&crimi;Barry Eisler;;;;Amok;
thriller&crimi;Tom Egeland;;Bj�rn Belt�;01;Cirklens Ende;
thriller&crimi;Tom Egeland;;Bj�rn Belt�;02;Paktens voktere;
thriller&crimi;Tom Egeland;;Bj�rn Belt�;03;Lucifers evangelium;
thriller&crimi;Tom Egeland;;Bj�rn Belt�;04;Nostradamus' testamente;
thriller&crimi;Tom Egeland;;Bj�rn Belt�;05;Den 13. disippel;
thriller&crimi;Tom Egeland;;Bj�rn Belt�;06;Djevelmasken;
thriller&crimi;Tom Egeland;;Bj�rn Belt�;07;Lasaruseffekten;
thriller&crimi;Tom Egeland;;Bj�rn Belt�;08;Codex;
thriller&crimi;Tom Egeland;;Bj�rn Belt�;09;S�lvmyntene;
thriller&crimi;Tom Egeland;;Bj�rn Belt�;10;Metusalem;prosjektet
thriller&crimi;Tom Egeland;;Bj�rn Belt�;11;666;
thriller&crimi;Tom Egeland;;Kristin Bye;01;Trollspeilet;
thriller&crimi;Tom Egeland;;Kristin Bye;02;�ndebrettet;
thriller&crimi;Tom Egeland;;Kristin Bye;03;Ulvenatten;
thriller&crimi;Tom Egeland;;Kristin Bye;04;Falken;
thriller&crimi;Tom Egeland;;Kristin Bye;05;Kongen;
thriller&crimi;Frederick Forsyth;;;;The Day of the Jackal;
thriller&crimi;Frederick Forsyth;;;;The Odessa File;
thriller&crimi;Frederick Forsyth;;;;The Dogs of War;
thriller&crimi;Frederick Forsyth;;;;Devil's Alternative;
thriller&crimi;Frederick Forsyth;;;;The Fourth Protocol;
thriller&crimi;Frederick Forsyth;;;;The Negotiator;
thriller&crimi;Frederick Forsyth;;;;The Deceiver;
thriller&crimi;Frederick Forsyth;;;;The Fist of God;
thriller&crimi;Frederick Forsyth;;;;Icon;
thriller&crimi;Frederick Forsyth;;;;The Phantom of Manhattan;
thriller&crimi;Frederick Forsyth;;;;Avenger;
thriller&crimi;Frederick Forsyth;;;;The Afghan;
thriller&crimi;Frederick Forsyth;;;;The Cobra;
thriller&crimi;Frederick Forsyth;;;;The Kill List;
thriller&crimi;Frederick Forsyth;;;;The Fox;
thriller&crimi;Joseph Finder;;Nick Heller;1.0;Vanished ;2009
thriller&crimi;Joseph Finder;;Nick Heller;2.0;Buried Secrets ;2011
thriller&crimi;Joseph Finder;;Nick Heller;3.0;Guilty Minds ;2016
thriller&crimi;Joseph Finder;;Nick Heller;4.0;House on Fire ;2020
thriller&crimi;Joseph Finder;;;;Red Carpet ;1983
thriller&crimi;Joseph Finder;;;;The Moscow Club ;1991
thriller&crimi;Joseph Finder;;;;Extraordinary Powers ;1993
thriller&crimi;Joseph Finder;;;;The Zero Hour ;1996
thriller&crimi;Joseph Finder;;;;High Crimes ;1998
thriller&crimi;Joseph Finder;;;;Paranoia ;2003
thriller&crimi;Joseph Finder;;;;Company Man ;2005
thriller&crimi;Joseph Finder;;;;Killer Instinct ;2006
thriller&crimi;Joseph Finder;;;;Power Play ;2007
thriller&crimi;Joseph Finder;;;;Suspicion ;2014
thriller&crimi;Joseph Finder;;;;The Fixer ;2015
thriller&crimi;Joseph Finder;;;;The Switch ;2017
thriller&crimi;Joseph Finder;;;;Judgment ;2019
thriller&crimi;Ken, Follett;;Kingsbridge;0.5;The Evening and the Morning ;2020
thriller&crimi;Ken, Follett;;Kingsbridge;01;The Pillars of the Earth ;1989
thriller&crimi;Ken, Follett;;Kingsbridge;02;World Without End ;2007
thriller&crimi;Ken, Follett;;Kingsbridge;03;A Column of Fire ;2017
thriller&crimi;Ken, Follett;;Kingsbridge;04;The Armor of Light ;2023
thriller&crimi;Ken, Follett;;Century ;01;Fall of Giants;
thriller&crimi;Ken, Follett;;Century ;02;Winter of the World;
thriller&crimi;Ken, Follett;;Century ;03;Edge of Eternity;
thriller&crimi;Ken, Follett;;;;The Modigliani Scandal ;1976
thriller&crimi;Ken, Follett;;;;The Mystery Hideout ;1976
thriller&crimi;Ken, Follett;;;;The Power Twins ;1976
thriller&crimi;Ken, Follett;;;;Paper Money ;1977
thriller&crimi;Ken, Follett;;;;Capricorn One(As: Bernard L. Ross) ;1978
thriller&crimi;Ken, Follett;;;;Eye of the Needle / Storm Island ;1978
thriller&crimi;Ken, Follett;;;;Triple ;1979
thriller&crimi;Ken, Follett;;;;The Key to Rebecca ;1980
thriller&crimi;Ken, Follett;;;;The Man from St. Petersburg ;1982
thriller&crimi;Ken, Follett;;;;Lie Down with Lions ;1986
thriller&crimi;Ken, Follett;;;;Night Over Water ;1991
thriller&crimi;Ken, Follett;;;;A Dangerous Fortune ;1993
thriller&crimi;Ken, Follett;;;;A Place Called Freedom ;1995
thriller&crimi;Ken, Follett;;;;The Third Twin ;1996
thriller&crimi;Ken, Follett;;;;The Hammer of Eden ;1998
thriller&crimi;Ken, Follett;;;;Code to Zero ;2000
thriller&crimi;Ken, Follett;;;;Jackdaws ;2001
thriller&crimi;Ken, Follett;;;;Hornet Flight ;2002
thriller&crimi;Ken, Follett;;;;Whiteout ;2004
thriller&crimi;Ken, Follett;;;;Never ;2021
thriller&crimi;Lucy, Foley;;;;The Book of Lost and Found ;2015
thriller&crimi;Lucy, Foley;;;;The Invitation ;2016
thriller&crimi;Lucy, Foley;;;;Last Letter From Istanbul ;2018
thriller&crimi;Lucy, Foley;;;;The Hunting Party ;2018
thriller&crimi;Lucy, Foley;;;;The Guest List ;2020
thriller&crimi;Lucy, Foley;;;;The Paris Apartment ;2022
thriller&crimi;Lucy, Foley;;;;The Midnight Feast ;2024
thriller&crimi;Mark Frost;;Arthur Conan Doyle;;The List of Seven ;1993
thriller&crimi;Mark Frost;;Arthur Conan Doyle;;The Six Messiahs ;1995
thriller&crimi;Mark Frost;;The Paladin Prophecy ;;The Paladin Prophecy ;2012
thriller&crimi;Mark Frost;;The Paladin Prophecy ;;Alliance ;2013
thriller&crimi;Mark Frost;;The Paladin Prophecy ;;Rogue / Apocalypse ;2015
thriller&crimi;Mark Frost;;;;Before I Wake(As: Eric Bowman) ;1997
thriller&crimi;Mark Frost;;;;The Second Objective ;2007
thriller&crimi;Paul Finch;;DS Heckenburg;0.5;A Wanted Man ;2015
thriller&crimi;Paul Finch;;DS Heckenburg;01;Stalkers ;2013
thriller&crimi;Paul Finch;;DS Heckenburg;02;Sacrifice ;2013
thriller&crimi;Paul Finch;;DS Heckenburg;03;The Killing Club ;2014
thriller&crimi;Paul Finch;;DS Heckenburg;04;Dead Man Walking ;2014
thriller&crimi;Paul Finch;;DS Heckenburg;05;Hunted ;2015
thriller&crimi;Paul Finch;;DS Heckenburg;06;Ashes to Ashes ;2017
thriller&crimi;Paul Finch;;DS Heckenburg;07;Kiss of Death ;2018
thriller&crimi;Paul Finch;;Lucy Clayburn;01;Strangers ;2016
thriller&crimi;Paul Finch;;Lucy Clayburn;02;Shadows ;2017
thriller&crimi;Paul Finch;;Lucy Clayburn;03;Stolen ;2019
thriller&crimi;Paul Finch;;;;;
thriller&crimi;Paul Finch;;;;;
thriller&crimi;Paul Finch;;;;;
thriller&crimi;Arthur Hailey;;;;Flight into Danger / Runway Zero;Eight 
thriller&crimi;Arthur Hailey;;;;The Final Diagnosis ;1959
thriller&crimi;Arthur Hailey;;;;In High Places ;1961
thriller&crimi;Arthur Hailey;;;;Hotel ;1965
thriller&crimi;Arthur Hailey;;;;Airport ;1968
thriller&crimi;Arthur Hailey;;;;Wheels ;1971
thriller&crimi;Arthur Hailey;;;;The Moneychangers ;1975
thriller&crimi;Arthur Hailey;;;;Overload ;1978
thriller&crimi;Arthur Hailey;;;;Strong Medicine ;1984
thriller&crimi;Arthur Hailey;;;;The Evening News ;1990
thriller&crimi;Arthur Hailey;;;;Detective ;1997
thriller&crimi;Andrew James Hartley ;;;;The Mask of Atreus;
thriller&crimi;Clay Harvey;;;;A Flash of Red, 1996;
thriller&crimi;Clay Harvey;;;;A Whisper of Black, 1997;
thriller&crimi;Clay Harvey;;;;Dwelling in the Gray;
thriller&crimi;Chris Holm;;Collector;;Dead Harvest ;2012
thriller&crimi;Chris Holm;;Collector;;The Wrong Goodbye ;2012
thriller&crimi;Chris Holm;;Collector;;The Big Reap ;2013
thriller&crimi;Chris Holm;;Michael Hendricks;;The Killing Kind ;2015
thriller&crimi;Chris Holm;;Michael Hendricks;;Red Right Hand ;2016
thriller&crimi;Chris Holm;;;;Child Zero (2022);
thriller&crimi;Gregg Andrew Hurwitz;;Evan Smoak/Orphan X;1.0;Orphan X ;2016
thriller&crimi;Gregg Andrew Hurwitz;;Evan Smoak/Orphan X;1.5;Buy a Bullet (Short Story) ;2016
