genre;Author F L;Co-authors;Series;Series number;Title;Year
fiction_sf&fantasy;Ilona Andrews;;;;Burn for Me ;2014
fiction_sf&fantasy;Ilona Andrews;;Hidden Legacy;1.0;Burn for Me ;2014
fiction_sf&fantasy;Ilona Andrews;;Hidden Legacy;2.0;White Hot ;2017
fiction_sf&fantasy;Ilona Andrews;;Hidden Legacy;3.0;Wildfire ;2017
fiction_sf&fantasy;Ilona Andrews;;Hidden Legacy;3.5;Diamond Fire ;2018
fiction_sf&fantasy;Ilona Andrews;;Hidden Legacy;4.1;A Misunderstanding ;2019
fiction_sf&fantasy;Ilona Andrews;;Hidden Legacy;4.2;Pay Me ;2019
fiction_sf&fantasy;Ilona Andrews;;Hidden Legacy;4.0;Sapphire Flames ;2019
fiction_sf&fantasy;Ilona Andrews;;Hidden Legacy;5.0;Emerald Blaze ;2020
fiction_sf&fantasy;Ilona Andrews;;Hidden Legacy;5.1;The Cool Aunt ;2020
fiction_sf&fantasy;Ilona Andrews;;Hidden Legacy;6.0;Ruby Fever ;2022
fiction_sf&fantasy;Ilona Andrews;;Hidden Legacy;6.1;Regina;
fiction_sf&fantasy;Ilona Andrews;;Innkeeper Chronicles;1.0;Clean Sweep ;2012
fiction_sf&fantasy;Ilona Andrews;;Innkeeper Chronicles;2.0;Sweep in Peace ;2015
fiction_sf&fantasy;Ilona Andrews;;Innkeeper Chronicles;3.0;One Fell Sweep ;2016
fiction_sf&fantasy;Ilona Andrews;;Innkeeper Chronicles;4.0;Sweep of the Blade ;2019
fiction_sf&fantasy;Ilona Andrews;;Innkeeper Chronicles;4.5;Sweep with Me ;2020
fiction_sf&fantasy;Ilona Andrews;;Innkeeper Chronicles;5.0;Sweep of the Heart ;2022
fiction_sf&fantasy;Ilona Andrews;;Kate Daniels;0.5;A Questionable Client ;2015
fiction_sf&fantasy;Ilona Andrews;;Kate Daniels;1.0;Magic Bites ;2007
fiction_sf&fantasy;Ilona Andrews;;Kate Daniels;2.0;Magic Burns ;2008
fiction_sf&fantasy;Ilona Andrews;;Kate Daniels;3.0;Magic Strikes ;2009
fiction_sf&fantasy;Ilona Andrews;;Kate Daniels;3.5;Magic Mourns ;2009
fiction_sf&fantasy;Ilona Andrews;;Kate Daniels;4.0;Magic Bleeds ;2010
fiction_sf&fantasy;Ilona Andrews;;Kate Daniels;5.0;Magic Slays ;2011
fiction_sf&fantasy;Ilona Andrews;;Kate Daniels;6.0;Gunmetal Magic;
fiction_sf&fantasy;Ilona Andrews;;Kate Daniels;6.5;Magic Gifts ;2011
fiction_sf&fantasy;Ilona Andrews;;Kate Daniels;6.6;Magic Tests;
fiction_sf&fantasy;Ilona Andrews;;Kate Daniels;6.7;Retribution Clause ;2012
fiction_sf&fantasy;Ilona Andrews;;Kate Daniels;7.0;Magic Rises ;2013
fiction_sf&fantasy;Ilona Andrews;;Kate Daniels;7.5;Magic Steals;
fiction_sf&fantasy;Ilona Andrews;;Kate Daniels;8.0;Magic Breaks ;2014
fiction_sf&fantasy;Ilona Andrews;;Kate Daniels;9.0;Magic Shifts ;2015
fiction_sf&fantasy;Ilona Andrews;;Kate Daniels;9.5;Magic Stars;
fiction_sf&fantasy;Ilona Andrews;;Kate Daniels;10.0;Magic Binds ;2016
fiction_sf&fantasy;Ilona Andrews;;Kate Daniels;11.0;Iron and Magic;
fiction_sf&fantasy;Ilona Andrews;;Kate Daniels;12.0;Magic Triumphs ;2018
fiction_sf&fantasy;Ilona Andrews;;Kate Daniels;12.5;The King of Fire;
fiction_sf&fantasy;Ilona Andrews;;Kate Daniels;13.0;Magic Tides ;2023
fiction_sf&fantasy;Ilona Andrews;;Kate Daniels;14.0;Magic Claims;
fiction_sf&fantasy;Ilona Andrews;;Kate Daniels;14.5;Purpose;
fiction_sf&fantasy;Ilona Andrews;;Kate Daniels;14.6;No Heroes;
fiction_sf&fantasy;Ilona Andrews;;Kate Daniels;15.0;Blood Heir ;2021
fiction_sf&fantasy;Ilona Andrews;;Kate Daniels;15.5;Sanctuary;
fiction_sf&fantasy;Ilona Andrews;;Kinsmen;1.0;Silent Blade ;2009
fiction_sf&fantasy;Ilona Andrews;;Kinsmen;2.0;Silver Shark ;2011
fiction_sf&fantasy;Ilona Andrews;;Kinsmen;3.0;Fated Blades ;2021
fiction_sf&fantasy;Ilona Andrews;;The Edge;1.0;On the Edge ;2009
fiction_sf&fantasy;Ilona Andrews;;The Edge;2.0;Bayou Moon ;2010
fiction_sf&fantasy;Ilona Andrews;;The Edge;3.0;Fate's Edge ;2011
fiction_sf&fantasy;Ilona Andrews;;The Edge;4.0;Steel's Edge ;2012
fiction_sf&fantasy;Joe Abercrombie;;The First Law;01;The Blade Itself;
fiction_sf&fantasy;Joe Abercrombie;;The First Law;02;Before They Are Hanged;
fiction_sf&fantasy;Joe Abercrombie;;The First Law;03;Last Argument of Kings;
fiction_sf&fantasy;Joe Abercrombie;;The First Law;04;Best Served Cold;
fiction_sf&fantasy;Joe Abercrombie;;The First Law;05;The Heroes;
fiction_sf&fantasy;Joe Abercrombie;;The First Law;06;Red Country;
fiction_sf&fantasy;Joe Abercrombie;;The First Law;07;Sharp Ends;
fiction_sf&fantasy;Joe Abercrombie;;The First Law;08;A Little Hatred;
fiction_sf&fantasy;Joe Abercrombie;;The First Law;09;The Trouble with Peace;
fiction_sf&fantasy;Joe Abercrombie;;The First Law;10;The Wisdom of Crowds;
fiction_sf&fantasy;Joe Abercrombie;;The First Law;11;The Great Change;
fiction_sf&fantasy;Joe Abercrombie;;Shattered Sea;01;Half a King;
fiction_sf&fantasy;Joe Abercrombie;;Shattered Sea;02;Half the World;
fiction_sf&fantasy;Joe Abercrombie;;Shattered Sea;03;Half a War;
thriller&crimi;Jeffrey Archer;;Kane and Abel;01;Kane and Abel;1979
thriller&crimi;Jeffrey Archer;;Kane and Abel;02;The Prodigal Daughter;1982
thriller&crimi;Jeffrey Archer;;Kane and Abel;03;Shall We Tell the President?;1977
thriller&crimi;Jeffrey Archer;;The Clifton Chronicles;01;Only Time Will Tell ;2011
thriller&crimi;Jeffrey Archer;;The Clifton Chronicles;02;The Sins of the Father ;2012
thriller&crimi;Jeffrey Archer;;The Clifton Chronicles;03;Best Kept Secret ;2013
thriller&crimi;Jeffrey Archer;;The Clifton Chronicles;04;Be Careful What You Wish For ;2014
thriller&crimi;Jeffrey Archer;;The Clifton Chronicles;05;Mightier Than the Sword ;2015
thriller&crimi;Jeffrey Archer;;The Clifton Chronicles;06;Cometh the Hour ;2016
thriller&crimi;Jeffrey Archer;;The Clifton Chronicles;07;This Was a Man ;2016
thriller&crimi;Jeffrey Archer;;Detective William Warwick;01;Nothing Ventured ;2019
thriller&crimi;Jeffrey Archer;;Detective William Warwick;02;Hidden in Plain Sight ;2020
thriller&crimi;Jeffrey Archer;;Detective William Warwick;03;Turn a Blind Eye ;2021
thriller&crimi;Jeffrey Archer;;Detective William Warwick;04;Over My Dead Body ;2021
thriller&crimi;Jeffrey Archer;;Detective William Warwick;05;Next in Line ;2022
thriller&crimi;Jeffrey Archer;;Detective William Warwick;06;Traitors Gate ;2023
thriller&crimi;Jeffrey Archer;;Detective William Warwick;07;An Eye for An Eye ;2024
thriller&crimi;Jeffrey Archer;;;;Not a Penny More, Not a Penny Less ;1976
thriller&crimi;Jeffrey Archer;;;;First Among Equals ;1983
thriller&crimi;Jeffrey Archer;;;;A Matter of Honor ;1985
thriller&crimi;Jeffrey Archer;;;;As the Crow Flies ;1990
thriller&crimi;Jeffrey Archer;;;;Honor Among Thieves ;1993
thriller&crimi;Jeffrey Archer;;;;The Fourth Estate ;1996
thriller&crimi;Jeffrey Archer;;;;The Eleventh Commandment ;1998
thriller&crimi;Jeffrey Archer;;;;The Accused ;2000
thriller&crimi;Jeffrey Archer;;;;Sons of Fortune ;2002
thriller&crimi;Jeffrey Archer;;;;False Impression ;2005
thriller&crimi;Jeffrey Archer;;;;A Prisoner of Birth ;2008
thriller&crimi;Jeffrey Archer;;;;Paths of Glory ;2009
thriller&crimi;Jeffrey Archer;;;;Heads You Win ;2019
thriller&crimi;Will Adams;;Daniel Knox ;1.0;The Alexander Cipher ;2007
thriller&crimi;Will Adams;;Daniel Knox ;2.0;The Exodus Quest / The Moses Quest ;2008
thriller&crimi;Will Adams;;Daniel Knox ;3.0;The Lost Labyrinth ;2009
thriller&crimi;Will Adams;;Daniel Knox ;4.0;The Eden Legacy ;2010
thriller&crimi;Will Adams;;Rossi & Nero;1.0;The Sacred Spoils ;2019
thriller&crimi;Will Adams;;Rossi & Nero;2.0;The Heretic Scroll ;2020
thriller&crimi;Will Adams;;;;Newton's Fire ;2012
thriller&crimi;Will Adams;;;;City of the Lost ;2014
thriller&crimi;Will Adams;;;;The Assassin King ;2023
thriller&crimi;Andrew Britton;;Ryan Kealey;1.0;The American ;2006
thriller&crimi;Andrew Britton;;Ryan Kealey;2.0;The Assassin ;2007
thriller&crimi;Andrew Britton;;Ryan Kealey;3.0;The Invisible ;2008
thriller&crimi;Andrew Britton;;Ryan Kealey;4.0;The Exile ;2010
thriller&crimi;Andrew Britton;;Ryan Kealey;5.0;The Operative ;2012
thriller&crimi;Andrew Britton;;Ryan Kealey;6.0;The Courier ;2013
thriller&crimi;Andrew Britton;;Ryan Kealey;7.0;Threatcon Delta ;2014
thriller&crimi;Brett Battles;;Jonathan Quinn;1.0;The Cleaner / Hung Out To Die ;2007
thriller&crimi;Brett Battles;;Jonathan Quinn;2.0;The Deceived ;2008
thriller&crimi;Brett Battles;;Jonathan Quinn;3.0;Shadow of Betrayal / The Unwanted ;2009
thriller&crimi;Brett Battles;;Jonathan Quinn;4.0;Just Another Job ;2011
thriller&crimi;Brett Battles;;Jonathan Quinn;5.0;The Silenced ;2011
thriller&crimi;Brett Battles;;Jonathan Quinn;6.0;Off The Clock ;2011
thriller&crimi;Brett Battles;;Jonathan Quinn;7.0;Becoming Quinn ;2011
thriller&crimi;Brett Battles;;Jonathan Quinn;8.0;The Destroyed ;2012
thriller&crimi;Brett Battles;;Jonathan Quinn;9.0;The Collected ;2012
thriller&crimi;Brett Battles;;Jonathan Quinn;10.0;The Enraged ;2013
thriller&crimi;Brett Battles;;Jonathan Quinn;11.0;The Discarded ;2014
thriller&crimi;Brett Battles;;Jonathan Quinn;12.0;Lesson Plan ;2014
thriller&crimi;Brett Battles;;Jonathan Quinn;13.0;Night Work ;2015
thriller&crimi;Brett Battles;;Jonathan Quinn;14.0;The Buried ;2015
thriller&crimi;Brett Battles;;Jonathan Quinn;15.0;The Unleashed ;2016
thriller&crimi;Brett Battles;;Jonathan Quinn;16.0;The Aggrieved ;2017
thriller&crimi;Brett Battles;;Jonathan Quinn;17.0;The Fractured ;2018
thriller&crimi;Brett Battles;;Jonathan Quinn;18.0;The Damaged ;2019
thriller&crimi;Brett Battles;;Jonathan Quinn;19.0;The Unknown ;2020
thriller&crimi;Brett Battles;;Jonathan Quinn;20.0;The Vanished ;2020
thriller&crimi;Brett Battles;;Jonathan Quinn;21.0;The Taken: ;2023
thriller&crimi;David Baldacci;;Aloysius Archer;1.0;One Good Deed;
thriller&crimi;David Baldacci;;Aloysius Archer;2.0;A Gambling Man;
thriller&crimi;David Baldacci;;Aloysius Archer;3.0;Dream Town;
thriller&crimi;David Baldacci;;Amos Decker ;1.0;Memory Man;
thriller&crimi;David Baldacci;;Amos Decker ;2.0;The Last Mile;
thriller&crimi;David Baldacci;;Amos Decker ;3.0;The Fix;
thriller&crimi;David Baldacci;;Amos Decker ;4.0;The Fallen;
thriller&crimi;David Baldacci;;Amos Decker ;5.0;Redemption;
thriller&crimi;David Baldacci;;Amos Decker ;6.0;Walk the Wire;
thriller&crimi;David Baldacci;;Amos Decker ;7.0;Long Shadows;
thriller&crimi;David Baldacci;;Atlee Pine;1.0;Long Road to Mercy;
thriller&crimi;David Baldacci;;Atlee Pine;2.0;A Minute to Midnight;
thriller&crimi;David Baldacci;;Atlee Pine;3.0;Daylight;
thriller&crimi;David Baldacci;;Atlee Pine;4.0;Mercy;
thriller&crimi;David Baldacci;;Camel Club;1.0;The Camel Club;
thriller&crimi;David Baldacci;;Camel Club;2.0;The Collectors;
thriller&crimi;David Baldacci;;Camel Club;3.0;Stone Cold;
thriller&crimi;David Baldacci;;Camel Club;4.0;Divine Justice;
thriller&crimi;David Baldacci;;Camel Club;5.0;Hell's Corner;
thriller&crimi;David Baldacci;;Camel Club;5.5;Bullseye;
thriller&crimi;David Baldacci;;Sean King & Michelle Maxwell;1.0;Split Second;
thriller&crimi;David Baldacci;;Sean King & Michelle Maxwell;2.0;Hour Game;
thriller&crimi;David Baldacci;;Sean King & Michelle Maxwell;3.0;Simple Genius;
thriller&crimi;David Baldacci;;Sean King & Michelle Maxwell;4.0;First Family;
thriller&crimi;David Baldacci;;Sean King & Michelle Maxwell;5.0;The Sixth Man;
thriller&crimi;David Baldacci;;Sean King & Michelle Maxwell;6.0;King and Maxwell;
thriller&crimi;David Baldacci;;John Puller;1.0;Zero Day;
thriller&crimi;David Baldacci;;John Puller;2.0;The Forgotten;
thriller&crimi;David Baldacci;;John Puller;3.0;The Escape;
thriller&crimi;David Baldacci;;John Puller;4.0;No Man's Land;
thriller&crimi;David Baldacci;;Shaw;1.0;The Whole Truth;
thriller&crimi;David Baldacci;;Shaw;2.0;Deliver Us from Evil;
thriller&crimi;David Baldacci;;Travis Devine;1.0;The 6:20 Man;
thriller&crimi;David Baldacci;;Travis Devine;2.0;The Edge;
thriller&crimi;David Baldacci;;Travis Devine;3.0;To Die For;
thriller&crimi;David Baldacci;;Will Robie;1.0;The Innocent;
thriller&crimi;David Baldacci;;Will Robie;2.0;The Hit;
thriller&crimi;David Baldacci;;Will Robie;2.5;Bullseye;
thriller&crimi;David Baldacci;;Will Robie;3.0;The Target;
thriller&crimi;David Baldacci;;Will Robie;4.0;The Guilty;
thriller&crimi;David Baldacci;;Will Robie;5.0;End Game;
thriller&crimi;David Baldacci;;;;Absolute Power;
thriller&crimi;David Baldacci;;;;Total Control;
thriller&crimi;David Baldacci;;;;The Winner;
thriller&crimi;David Baldacci;;;;The Simple Truth;
thriller&crimi;David Baldacci;;;;Saving Faith;
thriller&crimi;David Baldacci;;;;Wish You Well;
thriller&crimi;David Baldacci;;;;Last Man Standing;
thriller&crimi;David Baldacci;;;;The Christmas Train;
thriller&crimi;David Baldacci;;;;True Blue;
thriller&crimi;David Baldacci;;;;One Summer;
thriller&crimi;David Baldacci;;Mickey Gibson;1.0;Simply Lies;
thriller&crimi;David Blake;;DI Tanner Books;1.0;Broadland ;2019
thriller&crimi;David Blake;;DI Tanner Books;2.0;St. Benet's ;2019
thriller&crimi;David Blake;;DI Tanner Books;3.0;Moorings ;2019
thriller&crimi;David Blake;;DI Tanner Books;4.0;Three Rivers ;2020
thriller&crimi;David Blake;;DI Tanner Books;5.0;Horsey Mere ;2020
thriller&crimi;David Blake;;DI Tanner Books;6.0;The Wherryman ;2021
thriller&crimi;David Blake;;DI Tanner Books;7.0;Storm Force ;2021
thriller&crimi;David Blake;;DI Tanner Books;8.0;Long Gore Hall ;2022
thriller&crimi;David Blake;;DI Tanner Books;9.0;Weavers' Way ;2023
thriller&crimi;David Blake;;DI Tanner Books;10.0;Bluebell Wood ;2023
thriller&crimi;David Blake;;DI Tanner Books;11.0;Swanton Morley ;2024
thriller&crimi;David Blake;;DI Tanner Books;12.0;Stokesby Grave ;2024
thriller&crimi;Dan Brown;;Robert Langdon;1.0;Angels & Demons ;2000
thriller&crimi;Dan Brown;;Robert Langdon;2.0;The Da Vinci Code ;2003
thriller&crimi;Dan Brown;;Robert Langdon;3.0;The Lost Symbol ;2009
thriller&crimi;Dan Brown;;Robert Langdon;4.0;Inferno ;2013
thriller&crimi;Dan Brown;;Robert Langdon;5.0;Origin ;2017
thriller&crimi;Dan Brown;;;;Digital Fortress ;1998
thriller&crimi;Dan Brown;;;;Deception Point ;2001
thriller&crimi;J. D. Barker;;4MK Thriller Series;1.0;The Fourth Monkey;
thriller&crimi;J. D. Barker;;4MK Thriller Series;2.0;The Fifth to Die;
thriller&crimi;J. D. Barker;;4MK Thriller Series;3.0;The Sixth Wicked Child;
thriller&crimi;James Lee Burke;;Dave Robicheaux;1.0;The Neon Rain ;1987
thriller&crimi;James Lee Burke;;Dave Robicheaux;2.0;Heaven's Prisoners ;1988
thriller&crimi;James Lee Burke;;Dave Robicheaux;3.0;Black Cherry Blues ;1989
thriller&crimi;James Lee Burke;;Dave Robicheaux;4.0;A Morning for Flamingos ;1990
thriller&crimi;James Lee Burke;;Dave Robicheaux;5.0;A Stained White Radiance ;1992
thriller&crimi;James Lee Burke;;Dave Robicheaux;6.0;In the Electric Mist with Confederate Dead ;1993
thriller&crimi;James Lee Burke;;Dave Robicheaux;7.0;Dixie City Jam ;1994
thriller&crimi;James Lee Burke;;Dave Robicheaux;8.0;Burning Angel ;1995
thriller&crimi;James Lee Burke;;Dave Robicheaux;9.0;Cadillac Jukebox ;1996
thriller&crimi;James Lee Burke;;Dave Robicheaux;10.0;Sunset Limited ;1996
thriller&crimi;James Lee Burke;;Dave Robicheaux;11.0;Purple Cane Road ;2000
thriller&crimi;James Lee Burke;;Dave Robicheaux;12.0;Jolie Blon's Bounce ;2002
thriller&crimi;James Lee Burke;;Dave Robicheaux;13.0;Last Car to Elysian Fields ;2003
thriller&crimi;James Lee Burke;;Dave Robicheaux;14.0;Crusader's Cross ;2005
thriller&crimi;James Lee Burke;;Dave Robicheaux;15.0;Pegasus Descending ;2006
thriller&crimi;James Lee Burke;;Dave Robicheaux;16.0;The Tin Roof Blowdown ;2007
thriller&crimi;James Lee Burke;;Dave Robicheaux;17.0;Swan Peak ;2008
thriller&crimi;James Lee Burke;;Dave Robicheaux;18.0;The Glass Rainbow ;2010
thriller&crimi;James Lee Burke;;Dave Robicheaux;19.0;Creole Belle ;2012
thriller&crimi;James Lee Burke;;Dave Robicheaux;20.0;Light of the World ;2013
thriller&crimi;James Lee Burke;;Dave Robicheaux;21.0;Robicheaux ;2018
thriller&crimi;James Lee Burke;;Dave Robicheaux;22.0;The New Iberia Blues ;2019
thriller&crimi;James Lee Burke;;Dave Robicheaux;23.0;A Private Cathedral ;2020
thriller&crimi;James Lee Burke;;Dave Robicheaux;24.0;Clete ;2024
thriller&crimi;James Lee Burke;;Holland Family ;1.0;Lay Down My Sword and Shield ;1971
thriller&crimi;James Lee Burke;;Holland Family ;2.0;Two for Texas ;1982
thriller&crimi;James Lee Burke;;Holland Family ;3.0;Cimarron Rose ;1997
thriller&crimi;James Lee Burke;;Holland Family ;4.0;Heartwood ;1999
thriller&crimi;James Lee Burke;;Holland Family ;5.0;Bitterroot ;2001
thriller&crimi;James Lee Burke;;Holland Family ;6.0;In the Moon of Red Ponies ;2004
thriller&crimi;James Lee Burke;;Holland Family ;7.0;Rain Gods ;2009
thriller&crimi;James Lee Burke;;Holland Family ;8.0;Feast Day of Fools ;2011
thriller&crimi;James Lee Burke;;Holland Family ;9.0;Wayfaring Stranger ;2014
thriller&crimi;James Lee Burke;;Holland Family ;10.0;House of the Rising Sun ;2015
thriller&crimi;James Lee Burke;;Holland Family ;11.0;The Jealous Kind ;2016
thriller&crimi;James Lee Burke;;Holland Family ;12.0;Another Kind of Eden ;2021
thriller&crimi;James Lee Burke;;Holland Family ;13.0;Every Cloak Rolled in Blood ;2022
thriller&crimi;James Lee Burke;;Bob Holland;1.0;Cimarron Rose ;1997
thriller&crimi;James Lee Burke;;Bob Holland;2.0;Heartwood ;1999
thriller&crimi;James Lee Burke;;Bob Holland;3.0;Bitterroot ;2001
thriller&crimi;James Lee Burke;;Bob Holland;4.0;In the Moon of Red Ponies ;2004
thriller&crimi;James Lee Burke;;Weldon Holland;1.0;Wayfaring Stranger ;2014
thriller&crimi;James Lee Burke;;Weldon Holland;2.0;The Jealous Kind ;2016
thriller&crimi;James Lee Burke;;;;Half of Paradise ;1965
thriller&crimi;James Lee Burke;;;;To the Bright and Shining Sun ;1970
thriller&crimi;James Lee Burke;;;;Two for Texas ;1982
thriller&crimi;James Lee Burke;;;;The Lost Get;Back Boogie 
thriller&crimi;James Lee Burke;;;;White Doves at Morning ;2002
thriller&crimi;James Lee Burke;;;;Flags on the Bayou ;2023
fiction_sf&fantasy;Lois McMaster Bujold;;Vorkosigan;0.5;Dreamweaver's Dilemma ;1995
fiction_sf&fantasy;Lois McMaster Bujold;;Vorkosigan;1.0;Falling Free ;1987
fiction_sf&fantasy;Lois McMaster Bujold;;Vorkosigan;2.0;Shards of Honor ;1986
fiction_sf&fantasy;Lois McMaster Bujold;;Vorkosigan;2.5;Aftermath (In the Cordelia's Honor Collection) ;1986
fiction_sf&fantasy;Lois McMaster Bujold;;Vorkosigan;3.0;Barrayar ;1991
fiction_sf&fantasy;Lois McMaster Bujold;;Vorkosigan;4.0;The Warrior's Apprentice ;1986
fiction_sf&fantasy;Lois McMaster Bujold;;Vorkosigan;4.1;The Mountains of Mourning ;1989
fiction_sf&fantasy;Lois McMaster Bujold;;Vorkosigan;4.2;Weatherman ;1990
fiction_sf&fantasy;Lois McMaster Bujold;;Vorkosigan;5.0;The Vor Game ;1990
fiction_sf&fantasy;Lois McMaster Bujold;;Vorkosigan;6.0;Cetaganda ;1995
fiction_sf&fantasy;Lois McMaster Bujold;;Vorkosigan;7.0;Ethan of Athos ;1986
fiction_sf&fantasy;Lois McMaster Bujold;;Vorkosigan;7.1;Labyrinth ;1989
fiction_sf&fantasy;Lois McMaster Bujold;;Vorkosigan;8.0;Brothers in Arms ;1989
fiction_sf&fantasy;Lois McMaster Bujold;;Vorkosigan;9.0;Mirror Dance ;1994
fiction_sf&fantasy;Lois McMaster Bujold;;Vorkosigan;10.0;Memory ;1996
fiction_sf&fantasy;Lois McMaster Bujold;;Vorkosigan;11.0;Komarr ;1998
fiction_sf&fantasy;Lois McMaster Bujold;;Vorkosigan;12.0;A Civil Campaign ;1999
fiction_sf&fantasy;Lois McMaster Bujold;;Vorkosigan;12.1;Winterfair Gifts ;2002
fiction_sf&fantasy;Lois McMaster Bujold;;Vorkosigan;13.0;Diplomatic Immunity ;2002
fiction_sf&fantasy;Lois McMaster Bujold;;Vorkosigan;14.0;Captain Vorpatril's Alliance ;2012
fiction_sf&fantasy;Lois McMaster Bujold;;Vorkosigan;14.1;The Flowers of Vashnoi ;2018
fiction_sf&fantasy;Lois McMaster Bujold;;Vorkosigan;15.0;Cryoburn ;2010
fiction_sf&fantasy;Lois McMaster Bujold;;Vorkosigan;16.0;Gentleman Jole and the Red Queen ;2016
fiction_sf&fantasy;Lois McMaster Bujold;;Curse Of Chalion;1.0;The Curse of Chalion ;2000
fiction_sf&fantasy;Lois McMaster Bujold;;Curse Of Chalion;2.0;Paladin of Souls ;2003
fiction_sf&fantasy;Lois McMaster Bujold;;Curse Of Chalion;3.0;The Hallowed Hunt ;2005
fiction_sf&fantasy;Lois McMaster Bujold;;The Sharing Knife;1.0;Beguilement ;2006
fiction_sf&fantasy;Lois McMaster Bujold;;The Sharing Knife;2.0;Legacy ;2007
fiction_sf&fantasy;Lois McMaster Bujold;;The Sharing Knife;3.0;Passage ;2008
fiction_sf&fantasy;Lois McMaster Bujold;;The Sharing Knife;4.0;Horizon ;2009
fiction_sf&fantasy;Lois McMaster Bujold;;The Sharing Knife;5.0;Knife Children ;2019
fiction_sf&fantasy;Lois McMaster Bujold;;Penric and Desdemona;1.0;Penric's Demon ;2015
fiction_sf&fantasy;Lois McMaster Bujold;;Penric and Desdemona;2.0;Penric and the Shaman ;2016
fiction_sf&fantasy;Lois McMaster Bujold;;Penric and Desdemona;3.0;Penric's Fox ;2016
fiction_sf&fantasy;Lois McMaster Bujold;;Penric and Desdemona;4.0;Masquerade in Lodi ;2016
fiction_sf&fantasy;Lois McMaster Bujold;;Penric and Desdemona;5.0;Penric\'s Mission ;2017
fiction_sf&fantasy;Lois McMaster Bujold;;Penric and Desdemona;6.0;Mira's Last Dance ;2017
fiction_sf&fantasy;Lois McMaster Bujold;;Penric and Desdemona;7.0;The Prisoner of Limnos ;2017
fiction_sf&fantasy;Lois McMaster Bujold;;Penric and Desdemona;8.0;The Orphans of Raspay ;2019
fiction_sf&fantasy;Lois McMaster Bujold;;Penric and Desdemona;9.0;The Physicians of Vilnoc ;2020
fiction_sf&fantasy;Lois McMaster Bujold;;Penric and Desdemona;10.0;The Assassins of Thasalon ;2021
fiction_sf&fantasy;Lois McMaster Bujold;;Penric and Desdemona;11.0;Knot of Shadows ;2021
fiction_sf&fantasy;Lois McMaster Bujold;;Penric and Desdemona;12.0;Demon Daughter ;2024
fiction_sf&fantasy;Lois McMaster Bujold;;Penric and Desdemona;13.0;Penric and the Bandit ;2024
fiction_sf&fantasy;Lois McMaster Bujold;;;;The Spirit Ring;
fiction_sf&fantasy;Lindsay Buroker;;Agents of the Crown;1.0;Eye of Truth ;2018
fiction_sf&fantasy;Lindsay Buroker;;Agents of the Crown;2.0;Blood Ties ;2018
fiction_sf&fantasy;Lindsay Buroker;;Agents of the Crown;3.0;Duty Bound ;2018
fiction_sf&fantasy;Lindsay Buroker;;Agents of the Crown;4.0;Elven Fury ;2018
fiction_sf&fantasy;Lindsay Buroker;;Agents of the Crown;5.0;Dragon Tear ;2018
fiction_sf&fantasy;Lindsay Buroker;;Chains of Honor;1.0;Warrior Mage ;2015
fiction_sf&fantasy;Lindsay Buroker;;Chains of Honor;2.0;Snake Heart ;2016
fiction_sf&fantasy;Lindsay Buroker;;Chains of Honor;3.0;Assassin's Bond ;2019
fiction_sf&fantasy;Lindsay Buroker;;Chains of Honor;4.0;Great Chief ;2019
fiction_sf&fantasy;Lindsay Buroker;;The Curse and the Crown;1.0;Shadows of Winter ;2024
fiction_sf&fantasy;Lindsay Buroker;;The Curse and the Crown;2.0;Lake of Sorrow ;2024
fiction_sf&fantasy;Lindsay Buroker;;The Curse and the Crown;3.0;Sentinel of Time ;2024
fiction_sf&fantasy;Lindsay Buroker;;Death Before Dragons;0.5;Mist and Magic ;2020
fiction_sf&fantasy;Lindsay Buroker;;Death Before Dragons;1.0;Sinister Magic ;2020
fiction_sf&fantasy;Lindsay Buroker;;Death Before Dragons;2.0;Battle Bond ;2020
fiction_sf&fantasy;Lindsay Buroker;;Death Before Dragons;3.0;Tangled Truths ;2020
fiction_sf&fantasy;Lindsay Buroker;;Death Before Dragons;4.0;Elven Doom ;2020
fiction_sf&fantasy;Lindsay Buroker;;Death Before Dragons;5.0;False Security ;2020
fiction_sf&fantasy;Lindsay Buroker;;Death Before Dragons;6.0;Storm Forged ;2020
fiction_sf&fantasy;Lindsay Buroker;;Death Before Dragons;7.0;Secrets of the Sword 1 ;2020
fiction_sf&fantasy;Lindsay Buroker;;Death Before Dragons;8.0;Secrets of the Sword 2 ;2020
fiction_sf&fantasy;Lindsay Buroker;;Death Before Dragons;9.0;Secrets of the Sword 3 ;2021
fiction_sf&fantasy;Lindsay Buroker;;Dragon Blood;1.0;Balanced on the Blade's Edge ;2014
fiction_sf&fantasy;Lindsay Buroker;;Dragon Blood;2.0;Deathmaker ;2014
fiction_sf&fantasy;Lindsay Buroker;;Dragon Blood;3.0;Blood Charged ;2014
fiction_sf&fantasy;Lindsay Buroker;;Dragon Blood;4.0;Patterns in the Dark ;2014
fiction_sf&fantasy;Lindsay Buroker;;Dragon Blood;5.0;The Blade's Memory ;2015
fiction_sf&fantasy;Lindsay Buroker;;Dragon Blood;6.0;Under the Ice Blades ;2015
fiction_sf&fantasy;Lindsay Buroker;;Dragon Blood;7.0;Raptor ;2015
fiction_sf&fantasy;Lindsay Buroker;;Dragon Blood;8.0;Soulblade ;2015
fiction_sf&fantasy;Lindsay Buroker;;Dragon Blood;9.0;Shattered Past ;2016
